genus,species,CRS_11,CRS_17,CRS_21,CRS_26,CRS_27,CRS_31,CRS_33,CRS_39,CRS_42,CRS_45,CRS_47,CRS_48,CRS_49,CRS_53,CRS_57,CRS_58,CRS_66,CRS_74,CRS_7,CRS_9
Prevotella,Prevotella_intermedia,0,0,0,0,0.854126679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella,Prevotella_loescheii,0,0,0,0,0,0,0,0,0.011764706,0,0,0,0,0,0,0.015625,0,0,0,0
Prevotella,Prevotella_maculosa,0,0,0,0,0,0,0,0,0,0.100286533,0,0,0,0,0,0,0,0,0,0
Prevotella,Prevotella_melaninogenica,0.086956522,0,0.128834356,0,0,0,0.087962963,0,0,0,0,0,0.304347826,0,0,0,0,0,0,0
Prevotella,Prevotella_multisaccharivorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173684211,0,0,0,0,0,0
Prevotella,Prevotella_nanceiensis,0.113712375,0,0,0,0,0,0.041666667,0,0,0.077363897,0,0,0,0,0,0,0.004306632,0,0.171428571,0
Prevotella,Prevotella_nigrescens,0,0,0.349693252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582256675,0,0,0
Prevotella,Prevotella_oris,0,0,0,0,0.051823417,0,0,0,0,0.146131805,0.244712991,0,0,0,0.056994819,0,0.033591731,0,0,0
Prevotella,Prevotella_oulorum,0,0,0,0.005464481,0,0,0.032407407,0.036290323,0,0.074498567,0,0,0,0,0.005181347,0,0,0,0,0
Prevotella,Prevotella_pallens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005167959,0.330357143,0,0
Prevotella,Prevotella_ruminicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078947368,0,0,0,0,0,0.005494505
Prevotella,Prevotella_shahii,0,0,0.012269939,0,0.007677543,0,0,0.088709677,0.032352941,0,0,0.005847953,0,0,0.005181347,0.046875,0.001722653,0,0,0
Prevotella,Prevotella_veroralis,0.090301003,0,0.018404908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000861326,0,0,0
Propionibacterium,Propionibacterium_acnes,1,0.727272727,0.611111111,1,0.986666667,1,0.990740741,0.995305164,0.811111111,1,1,0.534782609,0.964646465,1,1,0.87755102,1,1,1,1
Propionibacterium,Propionibacterium_avidum,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium,Propionibacterium_granulosum,0,0.272727273,0.388888889,0,0,0,0.009259259,0,0,0,0,0.465217391,0.002525253,0,0,0.12244898,0,0,0,0
Propionibacterium,Propionibacterium_propionicum,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0
Pseudoalteromonas,Pseudoalteromonas_byunsanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0
Pseudoalteromonas,Pseudoalteromonas_haloplanktis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636364,0,0,0,0,0,0
Pseudoalteromonas,Pseudoalteromonas_piscicida,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0
Pseudoalteromonas,Pseudoalteromonas_tetraodonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0
Pseudomonas,Pseudomonas_aeruginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pseudomonas,Pseudomonas_brenneri,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_fluorescens,0.875,0,0.893939394,0,0.852941176,0,0.319148936,0,0.142857143,0,0,1,0,0.086206897,0,0,0,0,0,0
Pseudomonas,Pseudomonas_fragi,0,0,0,0,0,0.461538462,0.255319149,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_fuscovaginae,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_jessenii,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_koreensis,0,0,0,0,0,0,0.127659574,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_libanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862069,0,0,0,0,0,0
Pseudomonas,Pseudomonas_lundensis,0,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_mendocina,0,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0.025862069,0,0,0,0,0,0
Pseudomonas,Pseudomonas_oryzihabitans,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_putida,0.09375,0,0.090909091,0.285714286,0.147058824,0,0.042553191,0,0,0,0,0,0,0.094827586,0,0,1,0,0,0
Pseudomonas,Pseudomonas_rhodesiae,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0.75862069,0,0,0,0,0,0
Pseudomonas,Pseudomonas_stutzeri,0,0,0,0,0,0,0.085106383,0,0,0,0,0,0,0.025862069,0,0,0,0,0,1
Pseudomonas,Pseudomonas_syringae,0,0,0,0,0,0.461538462,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_trivialis,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas,Pseudomonas_veronii,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoramibacter,Pseudoramibacter_alactolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pseudoxanthomonas,Pseudoxanthomonas_taiwanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Psychrobacter,Psychrobacter_aquaticus,0,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0
Psychrobacter,Psychrobacter_glacincola,0,0,0,0,0,0,0,0.642857143,0,0,0,0,0,0,0,0,0,0,0,0
Pyramidobacter,Pyramidobacter_piscolens,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.977272727,0,0,0
Ralstonia,Ralstonia_insidiosa,0,0,0,0,0,0.75,0,0.212121212,0,0,0,0,0,0.5,0,0,0.6,0,0,0
Ralstonia,Ralstonia_pickettii,0,1,0,0,0,0,1,0.681818182,0,0,1,0,1,0.25,0,0,0,0,1,0
Ralstonia,Ralstonia_solanacearum,0,0,0,0,0,0.25,0,0.106060606,0,0,0,0,0,0.25,0,0,0.4,0,0,0
Rhizobium,Rhizobium_leguminosarum,0.928571429,1,1,1,1,1,1,0,0,1,0.970588235,0,1,1,0,1,1,1,1,1
Rhizobium,Rhizobium_tropici,0.071428571,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0
Rhodococcus,Rhodococcus_erythropolis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Romboutsia,Clostridium_ruminantium,0,1,1,0.915254237,1,0,0,1,1,1,1,1,1,1,0,0,0.8,1,0,0
Roseburia,Roseburia_faecalis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Rothia,Rothia_aeria,0,0,0,0.507042254,0.990909091,0,0,0.358662614,0,0,0,0,0,0,0,0,0,0,0,0
Rothia,Rothia_amarae,0,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia,Rothia_dentocariosa,0.836065574,0,0,0.492957746,0.009090909,0,0.265625,0.638297872,1,1,0,1,0,0,0,0,0,0.99137931,0,0
Rothia,Rothia_mucilaginosa,0.163934426,0,0,0,0,0,0.5625,0,0,0,0,0,1,0,1,0,0,0,0,0
Ruminococcus,Ruminococcus_albus,0,0,0,0,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus,Ruminococcus_bromii,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
Ruminococcus,Ruminococcus_callidus,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0
Ruminococcus,Ruminococcus_flavefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
Salinicoccus,Salinicoccus_roseus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmonella,Salmonella_serovar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scardovia,Scardovia_genomosp.,1,0,1,1,0.994974874,1,1,1,1,1,1,0,0.740740741,0,0.991803279,1,0.96875,1,1,1
Schlegelella,Schlegelella_thermodepolymerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Schwartzia,Selenomonas_genomosp.,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
Selenomonas,Mitsuokella_jalaludinii,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0
Selenomonas,Selenomonas_artemidis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenomonas,Selenomonas_infelix,0.070588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenomonas,Selenomonas_noxia,0.929411765,0,0,0,0,0,0,0,0,0,0,0,0,0.514285714,0,0,0,0,0,0
Selenomonas,Selenomonas_sputigena,0,0,0,0,0,1,1,0,0,0,0,0,0,0.428571429,0.444444444,0,0.428571429,1,0,0
Serratia,Serratia_marcescens,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shuttleworthia,Shuttleworthia_satelles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Slackia,Slackia_exigua,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Solobacterium,Solobacterium_moorei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sphingomonas,Afipia_genosp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157142857
Sphingomonas,Caulobacter_leidyia,0,0.428571429,0,0,0.428571429,0.52,0.5,0.292929293,0,0.5,0.375,0.62962963,0.043478261,0.281690141,0.078947368,0.181818182,0,0.276595745,0,0.2
Sphingomonas,Kaistobacter_koreensis,0,0,0,0,0,0,0,0.535353535,0,0,0,0,0,0.042253521,0,0,0,0,0,0.157142857
Sphingomonas,Kaistobacter_terrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857
Sphingomonas,Sphingomonas_adhaesiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0
Sphingomonas,Sphingomonas_asaccharolytica,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.098591549,0.184210526,0,0.333333333,0.106382979,0,0
Sphingomonas,Sphingomonas_aurantiaca,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonas,Sphingomonas_azotifigens,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0
Sphingomonas,Sphingomonas_dokdonensis,0,0,0.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Sphingomonas,Sphingomonas_echinoides,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0.056338028,0.026315789,0,0.166666667,0.085106383,0,0
Sphingomonas,Sphingomonas_melonis,0.166666667,0.571428571,0.611111111,0,0.571428571,0.48,0.5,0.171717172,0,0.5,0.625,0.351851852,0.608695652,0.436619718,0.526315789,0.590909091,0.5,0.510638298,1,0.328571429
Sphingomonas,Sphingomonas_oligophenolica,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0.084507042,0.184210526,0,0,0.021276596,0,0
Sphingomonas,Sphingomonas_phyllosphaerae,0,0,0,0,0,0,0,0,0,0,0,0,0.347826087,0,0,0,0,0,0,0
Sphingomonas,Sphingomonas_yunnanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0
Sphingopyxis,Sphingopyxis_alaskensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporosarcina,Bacillus_niacini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0
Sporosarcina,Sporosarcina_aquimarina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0
Staphylococcus,Bacillus_pumilus,0,0,0,0,0,0,0,0,0,0,0,0.002702703,0,0,0,0,0,0,0,0
Staphylococcus,Geobacillus_stearothermophilus,0,0,0,0,0,0,0,0,0,0,0,0.002702703,0.001173709,0,0,0,0,0,0,0.001636661
Staphylococcus,Staphylococcus_aureus,0.344827586,0.298245614,0.346666667,0.40776699,0.314516129,0.1,0.187390543,0.74137931,0.181818182,0.348837209,0.98714653,0.362162162,0.636150235,0.229508197,0.287128713,0.93814433,0.5,0,0.432608696,0.471358429
Staphylococcus,Staphylococcus_capitis,0,0.005012531,0,0,0,0.1,0.001751313,0.017241379,0,0,0,0.002702703,0.002347418,0,0,0,0,0,0,0
Staphylococcus,Staphylococcus_caprae,0,0.002506266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,Staphylococcus_carnosus,0,0,0,0,0,0,0.119089317,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,Staphylococcus_cohnii,0,0.002506266,0,0.004854369,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,Staphylococcus_epidermidis,0.620689655,0.506265664,0.6,0.558252427,0.677419355,0.375,0.211908932,0.224137931,0.727272727,0.627906977,0,0.616216216,0.281690141,0.360655738,0.326732673,0.003436426,0.5,0,0.45,0.477905074
Staphylococcus,Staphylococcus_equorum,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,Staphylococcus_haemolyticus,0,0,0,0,0,0,0,0,0,0,0,0.002702703,0,0,0.168316832,0,0,0,0,0.018003273
Staphylococcus,Staphylococcus_hominis,0,0.120300752,0,0,0,0,0.017513135,0,0,0,0,0,0,0.147540984,0.207920792,0.008591065,0,0,0,0.006546645
Staphylococcus,Staphylococcus_lugdunensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003273322
Staphylococcus,Staphylococcus_pasteuri,0.034482759,0.020050125,0.04,0.009708738,0.008064516,0,0.010507881,0.017241379,0.090909091,0.023255814,0.007712082,0.010810811,0.021126761,0.098360656,0.00990099,0.013745704,0,0,0.017391304,0.021276596
Staphylococcus,Staphylococcus_pseudintermedius,0,0,0,0,0,0,0.448336252,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,Staphylococcus_saprophyticus,0,0.015037594,0,0.014563107,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus,Staphylococcus_USA300,0,0,0,0,0,0,0,0,0,0,0.002570694,0,0.001173709,0,0,0.003436426,0,0,0,0
Staphylococcus,Staphylococcus_warneri,0,0.030075188,0.013333333,0,0,0,0,0,0,0,0,0,0,0.163934426,0,0,0,0,0,0
Stenotrophomonas,Stenotrophomonas_acidaminiphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0
Stenotrophomonas,Stenotrophomonas_maltophilia,1,0,1,1,0,0,0,0,0,1,1,0,0,0.979591837,0,0,1,1,0,0
Streptacidiphilus,Streptacidiphilus_carbonis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Streptococcus,Streptococcus_anginosus,0,0,0,0,0,0,0,0,0,0,0.063926941,0.029585799,0,0,0,0,0.122093023,0,0,0
Streptococcus,Streptococcus_australis,0,0,0,0.012048193,0,0,0,0,0,0,0,0.00295858,0,0,0,0.0125,0.002906977,0,0.083333333,0.005813953
Streptococcus,Streptococcus_constellatus,0,0,0,0,0,0,0,0,0,0,0,0.136094675,0,0,0,0,0.575581395,0,0,0
Streptococcus,Streptococcus_gallolyticus,0,0,0,0,0,0,0,0,0,0,0,0.023668639,0,0,0,0,0,0,0,0
Streptococcus,Streptococcus_gordonii,0.154791155,0.075,0,0,0,0,0.013157895,0.274853801,0,0.223021583,0,0.00295858,0.018181818,0,0.247035573,0,0,0,0.083333333,0.011627907
Streptococcus,Streptococcus_mitis,0.105651106,0.175,0.074596774,0.048192771,0,0.02173913,0.059210526,0.021442495,0.020172911,0.057553957,0.00913242,0.01183432,0.063636364,0.443037975,0.041501976,0.2,0.058139535,0,0.25,0.244186047
Streptococcus,Streptococcus_mutans,0,0,0,0,0,0.836956522,0,0.019493177,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus,Streptococcus_oralis,0,0,0,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0
Streptococcus,Streptococcus_parasanguinis,0,0,0,0.006024096,0,0.097826087,0.029605263,0,0,0,0,0,0.045454545,0,0,0,0.002906977,0,0,0.040697674
Streptococcus,Streptococcus_peroris,0,0,0,0.006024096,0,0,0.003289474,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus,Streptococcus_pneumoniae,0.248157248,0.3,0.096774194,0.114457831,0,0.043478261,0.430921053,0.005847953,0.23054755,0.122302158,0.04109589,0.174556213,0.290909091,0.253164557,0.136363636,0.425,0.101744186,0,0.25,0.505813953
Streptococcus,Streptococcus_salivarius,0.002457002,0.05,0,0,0.010344828,0,0.009868421,0,0,0,0,0,0,0,0,0.0125,0.002906977,0,0,0
Streptococcus,Streptococcus_sanguinis,0.488943489,0.325,0.828629032,0.813253012,0.955172414,0,0.417763158,0.678362573,0.746397695,0.597122302,0.885844749,0.618343195,0.581818182,0.265822785,0.575098814,0.1,0.087209302,1,0,0.139534884
Streptococcus,Streptococcus_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037974684,0,0,0,0,0,0
Streptococcus,Streptococcus_suis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1375,0,0,0.333333333,0
Streptococcus,Streptococcus_thermophilus,0,0.075,0,0,0.034482759,0,0.032894737,0,0,0,0,0,0,0,0,0.1125,0.046511628,0,0,0.046511628
Streptophyta,Acorus_americanus,0,0,0.03125,0,0,0.086956522,0,0.078571429,0,0,0.071428571,0,0,0.043103448,0,0.148,0,0.079326923,0,0
Streptophyta,Buxus_microphylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0
Streptophyta,Ceratophyllum_demersum,0,0,0,0,0,0.099378882,0,0.035714286,0,0,0.014285714,0,0,0.017241379,0,0.092,0,0.048076923,0,0
Streptophyta,Coffea_arabica,0,0,0,0,0,0.066252588,0,0.067857143,0,0,0.071428571,0,0,0,0,0.004,0,0.03125,0,0.052631579
Streptophyta,Cucumis_sativus,0,0,0,0,0,0.149068323,0,0.235714286,0,0,0.385714286,0,0,0,0,0.048,0,0.09375,0,0.642105263
Streptophyta,Cuscuta_reflexa,0,0,0,0,0,0.002070393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta,Cycas_taitungensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002403846,0,0
Streptophyta,Drimys_granadensis,0,0,0,0,0,0.248447205,0,0.175,0,0,0.014285714,0,0,0.043103448,0,0.384,0,0.257211538,0,0
Streptophyta,Fagopyrum_esculentum,0,0,0,0,0,0.016563147,0,0.053571429,0,0,0.071428571,0,0,0,0,0.008,0,0.045673077,0,0.042105263
Streptophyta,Ginkgo_biloba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Streptophyta,Lactuca_sativa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0
Streptophyta,Lycopersicon_esculentum,0,0,0,0,0,0.144927536,0,0.267857143,0,0,0.342857143,0,0,0.017241379,0,0.128,0,0.199519231,0,0.2
Streptophyta,Oryza_sativa,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0.267241379,0,0,0,0.019230769,0.071428571,0
Streptophyta,Phaseolus_vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063157895
Streptophyta,Phoenix_dactylifera,0,0,0,0,0,0.173913043,0,0.071428571,0,0,0,0,0,0,0,0.18,0.1,0.086538462,0.095238095,0
Streptophyta,Pinus_thunbergii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,0
Streptophyta,Spinacia_oleracea,0,0,0,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta,Triticum_aestivum,0,0,0.53125,0,0,0,0,0,0,0,0,0,0,0.612068966,0,0,0.1,0.09375,0.119047619,0
Streptophyta,Ximenia_americana,0,0,0,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta,Zea_mays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0
Sutterella,Sutterella_stercoricanis,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Tepidimonas,Tepidimonas_arfidensis,0.909090909,0,0,0,0,0,0,0.923076923,0,0,0,0,0,0.846153846,0,0,0.8,0,0,0
Tepidimonas,Tepidimonas_thermarum,0.090909091,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0.153846154,0,0,0.2,0,0,0
Tepidiphilus,Petrobacter_succinatimandens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0
Tepidiphilus,Tepidiphilus_margaritifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
Terriglobus,Terriglobus_roseus,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0
Terrimonas,Flavobacterium_ferrugineum,0,0,0,0.368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrimonas,Trachelomonas_volvocinopsis,0,0,0,0.631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrisporobacter,Clostridium_difficile,0,0,0,0.346153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrisporobacter,Clostridium_glycolicum,0,0,1,0.653846154,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Tessaracoccus,Propionibacterium_propionicum,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Thauera,Thauera_aromatica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thermus,Thermothrix_thiopara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091
Thermus,Thermus_scotoductus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636
Thermus,Thermus_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273
Thermus,Thermus_thermophilus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tolumonas,Tolumonas_auensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Treponema,Treponema_amylovorum,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Treponema,Treponema_medium,0,0,0,0,0,0,0,0,0,0,0.17218543,0,0,0,0,0,0.175,0,0,0
Treponema,Treponema_socranskii,0,0,0,0,0,0,0,0,1,0,0.695364238,0,0,1,0,0,0.35,0,0,0
Treponema,Treponema_vincentii,0,0,0,0,0,0,0,0,0,0,0.013245033,0,0,0,0,0,0.475,0,0,0
Tsukamurella,Tsukamurella_tyrosinosolvens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Turicella,Turicella_otitidis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Turicibacter,Turicibacter_sanguinis,0.317073171,0.75,1,0,0.556962025,0,1,0.994505495,0,1,0.495652174,0,1,0.898876404,1,0,0,0.978723404,1,0
Undibacterium,Undibacterium_pigrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0
Veillonella,Veillonella_atypica,0,0,0,0,0.132352941,0,0.119402985,0,0,0,0,0,0,0,0,0,0.03030303,0.082125604,0,0
Veillonella,Veillonella_criceti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0
Veillonella,Veillonella_dentocariosa,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0
Veillonella,Veillonella_dispar,0.034482759,0.586206897,0.329545455,0.44,0.676470588,0.568627451,0.611940299,0,0.315789474,0.544303797,0.673469388,0,0.882352941,0.85106383,0.247191011,0,0.575757576,0.637681159,0,0.907563025
Veillonella,Veillonella_parvula,0.965517241,0.413793103,0.670454545,0.56,0.117647059,0.431372549,0.268656716,0,0.614035088,0.455696203,0.326530612,0.333333333,0.117647059,0.14893617,0.752808989,0,0.393939394,0.149758454,0,0.092436975
Veillonella,Veillonella_ratti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0
Vulcaniibacterium,Thermomonas_haemolytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0
Weissella,Weissella_cibaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wolinella,Wolinella_succinogenes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas,Xanthomonas_campestris,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zimmermannella,Zimmermannella_bifida,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
