genus,species,CRS_11,CRS_17,CRS_21,CRS_26,CRS_27,CRS_31,CRS_33,CRS_39,CRS_42,CRS_45,CRS_47,CRS_48,CRS_49,CRS_53,CRS_57,CRS_58,CRS_66,CRS_74,CRS_7,CRS_9
Corynebacterium,Corynebacterium_tuberculostearicum,0.6,0.034564958,0.171428571,0.48,0.682080925,0.232142857,0.926116838,0.652777778,0.558823529,0.258278146,0,0.298657718,0.894545455,0.126126126,0.454545455,0.120481928,0.142857143,0.944444444,0.833333333,0.790697674
Corynebacterium,Corynebacterium_ulcerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0
Corynebacterium,Corynebacterium_ureicelerivorans,0.114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium,Corynebacterium_variabile,0,0,0.028571429,0,0,0,0,0,0.014705882,0.006622517,0,0,0,0,0,0,0,0,0,0
Corynebacterium,Corynebacterium_vitaeruminis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0
Corynebacterium,Corynebacterium_xerosis,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0.014545455,0,0,0,0,0,0,0
Cupriavidus,Cupriavidus_gilardii,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0
Cupriavidus,Cupriavidus_respiraculi,0,0,0,0,0,0,0,0,0,0,0.079545455,0,0,0,0,0,0,0,0,0
Cupriavidus,Ralstonia_metallidurans,0,0,0,0,0,0,0,0,0,0,0.829545455,0,0,0,0,0,0,0,0,0
Deinococcus,Deinococcus_radiodurans,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0.044444444,0,0,0,0,0,0
Deinococcus,Deinococcus_xinjiangensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Delftia,Delftia_acidovorans,0.041474654,0,0,0.044247788,0,0.003875969,0.005555556,0,0.00729927,0,0,0,0,0,0,0,0,0,0,0.004784689
Delftia,Delftia_tsuruhatensis,0.958525346,0.98989899,1,0.955752212,1,0.996124031,0.994444444,1,0.99270073,0.995594714,0.99543379,1,0.978417266,0.996226415,1,1,1,1,1,0.995215311
Devosia,Devosia_insulae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dialister,Dialister_invisus,0,0,1,0,0,0.710526316,0,0,0,0,0,0,0,1,0,0,0.072,0,0,0
Dialister,Dialister_micraerophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0
Dialister,Dialister_pneumosintes,0,0,0,0,0,0.276315789,0,1,0,0,0,0,0,0,0,0,0.92,0,0,0
Dialister,Dialister_succinatiphilus,0,0,0,0,0,0.013157895,0,0,0,0,0.204081633,0.333333333,0,0,0,0,0,0,0.333333333,0
Dolosigranulum,Dolosigranulum_pigrum,1,0.979888268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Dorea,Dorea_formicigenerans,0,0,0,0.241935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorea,Dorea_longicatena,0,0,0,0.758064516,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Dyadobacter,Dyadobacter_ginsengisoli,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eikenella,Eikenella_corrodens,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enhydrobacter,Moraxella_osloensis,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
Enterococcus,Enterococcus_cecorum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enterococcus,Enterococcus_faecalis,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0
Enterococcus,Enterococcus_faecium,0,0,0,0,0,0,0.642857143,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0
Epilithonimonas,Epilithonimonas_tenax,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eremococcus,Eremococcus_coleocola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Escherichia/Shigella,Escherichia_coli,1,1,1,0,1,0.955555556,0,0.98,0,1,1,0,1,0.933333333,0,1,1,1,0,1
Exiguobacterium,Exiguobacterium_aurantiacum,0,0,0,1,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0,0,0
Exiguobacterium,Exiguobacterium_profundum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0
Faecalibacterium,Faecalibacterium_prausnitzii,1,0,1,0,0,1,0,0,1,0.964285714,0,1,0,1,1,0,1,1,1,0
Fibrobacter,Fibrobacter_intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0
Fibrobacter,Fibrobacter_succinogenes,1,0,0,0,0,0,0,0,0,0,0,0,0,0.542857143,0,0,0,0,0,0
Finegoldia,Finegoldia_magna,0,1,0,0,0,0,0,0,1,0,0,1,0.991666667,1,0,0,0,0,0,0
Flavobacterium,Flavobacillus_indica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
Flavobacterium,Flavobacterium_johnsoniae,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium,Clostridium_rectum,0,0,0,0.02484472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium,Fusobacterium_mortiferum,0,1,0,0.360248447,0,0,0,0,0,0,0,0,0,0.186666667,0,0,0,0,0,0
Fusobacterium,Fusobacterium_necrogenes,0,0,0,0.080745342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium,Fusobacterium_necrophorum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium,Fusobacterium_nucleatum,1,0,0,0.068322981,0,0,0,0,1,1,0,1,0,0.8,0.958333333,1,0.963,0,1,0
Fusobacterium,Fusobacterium_periodonticum,0,0,0,0.391304348,0,0,0,0,0,0,0,0,1,0,0,0,0.0015,0,0,0
Fusobacterium,Fusobacterium_russii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906976744
Fusobacterium,Fusobacterium_simiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0
Fusobacterium,Fusobacterium_ulcerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046511628
Fusobacterium,rus_pulex,0,0,0,0.074534161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardnerella,Gardnerella_vaginalis,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Gemella,Gemella_haemolysans,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
Gemmiger,Gemmiger_formicilis,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0.9,0,0,0,0,0,0
Gemmiger,Subdoligranulum_variabile,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.1,0,0,0,0,0,0
Gemmobacter,Rhodobacter_capsulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0
Geodermatophilus,Geodermatophilus_obscurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gordonia,Gordonia_bronchialis,0,0.777777778,0,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia,Gordonia_polyisoprenivorans,0,0.111111111,0,0,0.256410256,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
Gordonia,Gordonia_rhizosphera,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia,Gordonia_sinesedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0
Gordonia,Gordonia_sputi,0,0,0,0,0.743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia,Gordonia_terrae,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Granulicatella,Granulicatella_adiacens,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Granulicatella,Granulicatella_elegans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Haemophilus,Actinobacillus_rossii,0.058139535,0,0,0.117647059,0.073170732,0.094594595,0,0,0.09375,0,0,0,0.03125,0,0,0,0.039215686,0.04,0.2,0
Haemophilus,Haemophilus_haemolyticus,0,0.615384615,0,0,0,0,0.285714286,0.104651163,0,0,0,0.08,0,0,0,0,0,0,0,0
Haemophilus,Haemophilus_influenzae,0,0.076923077,0,0,0,0,0.085714286,0.895348837,0,0,0,0.04,0,0,0,0,0.37254902,0,0,1
Haemophilus,Haemophilus_parainfluenzae,0.930232558,0.307692308,1,0.882352941,0.926829268,0.905405405,0.628571429,0,0.90625,0,0,0.88,0.96875,0,1,0.96875,0.588235294,0.96,0.8,0
Halanaerobium,Halanaerobium_praevalens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Halanaerobium,Halanaerobium_saccharolyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Halomonas,Halomonas_meridiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0
Halomonas,Halomonas_venusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0
Haloterrigena,Haloterrigena_turkmenica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hansschlegelia,Schlegelia_plantiphila,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Herbaspirillum,Herbaspirillum_frisingense,0.333333333,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herbaspirillum,Herbaspirillum_huttiense,0.333333333,0,0,0,0,0.555555556,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0
Herbaspirillum,Herbaspirillum_putei,0.25,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herbaspirillum,Herbaspirillum_seropedicae,0.083333333,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Hespellia,Hespellia_porcina,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hydrogenophaga,Hydrogenophaga_atypica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0
Hydrogenophaga,Hydrogenophaga_flava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,0,0
Hydrogenophaga,Hydrogenophaga_pseudoflava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0
Hydrogenophaga,Pseudomonas_spinosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
Hyphomonas,Hyphomonas_adhaerens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Hyphomonas,Hyphomonas_jannaschiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
Idiomarina,Idiomarina_loihiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Janibacter,Janibacter_melonis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingella,Kingella_oralis,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Klebsiella,Klebsiella_pneumoniae,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Kocuria,Kocuria_palustris,0,0.902439024,0,0.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kocuria,Kocuria_rhizophila,0,0.097560976,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kocuria,Kocuria_rosea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurthia,Kurthia_zopfii,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kytococcus,Kytococcus_sedentarius,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnospiracea_incertae_sedis,ramulus_Human,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus,Lactobacillus_acidophilus,0.062992126,0.052631579,0.004347826,0,0,0.137614679,0.028037383,0,0,0.025641026,0,0,0,0.002915452,0.02507837,0,0,0.067615658,0,0
Lactobacillus,Lactobacillus_amylovorus,0,0.105263158,0.058695652,0,0.32046332,0,0,0,0,0,0,0.145833333,0,0.346938776,0.191222571,0.097826087,0.290322581,0.213523132,0,0
Lactobacillus,Lactobacillus_antri,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0.014577259,0.003134796,0,0,0,0,0
Lactobacillus,Lactobacillus_casei,0,0,0.026086957,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0
Lactobacillus,Lactobacillus_crispatus,0.062992126,0.052631579,0.069565217,0,0.023166023,0.036697248,0.009345794,0,0,0.025641026,0,0.034722222,0,0.037900875,0.05015674,0.043478261,0.096774194,0.09252669,0,0.056338028
Lactobacillus,Lactobacillus_gallinarum,0.031496063,0.052631579,0.008695652,0,0,0.04587156,0.037383178,0,0,0.102564103,0,0,0,0.014577259,0.012539185,0,0,0.017793594,0,0.056338028
Lactobacillus,Lactobacillus_gasseri,0.275590551,0.184210526,0.22173913,0,0.135135135,0.541284404,0.364485981,0.716666667,0.588785047,0,0.875816993,0.201388889,0.857142857,0.139941691,0.385579937,0.184782609,0.451612903,0.181494662,0.428571429,0.352112676
Lactobacillus,Lactobacillus_helveticus,0.322834646,0.184210526,0.202173913,0,0.05019305,0.174311927,0.112149533,0,0,0.461538462,0,0.041666667,0,0.10787172,0.181818182,0,0.129032258,0.377224199,0.357142857,0.450704225
Lactobacillus,Lactobacillus_iners,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.06122449,0,0,0,0,0,0
Lactobacillus,Lactobacillus_intestinalis,0,0,0,0,0.096525097,0,0.08411215,0,0,0,0,0,0,0.005830904,0,0,0,0,0,0
Lactobacillus,Lactobacillus_johnsonii,0.015748031,0,0.093478261,0,0.015444015,0.064220183,0.065420561,0.283333333,0.009345794,0,0.124183007,0.069444444,0.142857143,0.040816327,0.062695925,0,0.032258065,0.049822064,0,0.084507042
Lactobacillus,Lactobacillus_murinus,0,0,0,0,0,0,0,0,0.355140187,0,0,0.215277778,0,0,0,0,0,0,0.214285714,0
Lactobacillus,Lactobacillus_oris,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.014577259,0.037617555,0,0,0,0,0
Lactobacillus,Lactobacillus_reuteri,0.228346457,0.289473684,0.260869565,0,0.231660232,0,0.112149533,0,0,0.333333333,0,0.25,0,0.090379009,0.047021944,0.336956522,0,0,0,0
Lactobacillus,Lactobacillus_rhamnosus,0,0,0.002173913,0,0,0,0,0,0,0,0,0,0,0.002915452,0,0,0,0,0,0
Lactobacillus,Lactobacillus_salivarius,0,0,0,0,0.123552124,0,0,0,0.046728972,0,0,0.027777778,0,0.081632653,0,0,0,0,0,0
Lactobacillus,Lactobacillus_vaginalis,0,0,0.002173913,0,0,0,0,0,0,0.051282051,0,0.013888889,0,0,0,0,0,0,0,0
Lactococcus,Lactococcus_lactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legionella,Legionella_geestiana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Leifsonia,Leifsonia_xyli,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leptothrix,Leptothrix_mobilis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia,Leptotrichia_shahii,0,0,0,0,0.066666667,0,0.25,0,1,0,0,0,0,0,0,0,0.947368421,0,0,0
Leptotrichia,Leptotrichia_trevisanii,0,0,0,0,0.923809524,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia,Leptotrichia_wadei,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Leuconostoc,Leuconostoc_gasicomitatum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lysinibacillus,Lysinibacillus_sphaericus,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinobacter,Marinobacter_bryozoorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714
Marinobacter,Marinobacter_flavimaris,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marinobacter,Marinobacter_hydrocarbonoclasticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143
Marinobacterium,Marinobacterium_georgiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0
Marinobacterium,Marinobacterium_marisflavum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307692,0,0,0,0,0,0
Massilia,Massilia_brevitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0
Massilia,Massilia_timonae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263157895,0,0,0,0,0,0
Massilia,Naxibacter_indica,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0
Massilia,Naxibacter_intermedius,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315789474,0,0,0,0,0,0
Massilia,Telluria_mixta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316,0,0,0,0,0,0
Megamonas,Megamonas_funiformis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Mesoplasma,Mycoplasma_cottewii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0
Mesoplasma,Mycoplasma_putrefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464285714,0,0,0,0,0
Mesoplasma,Mycoplasma_yeatsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0
Methanoculleus,Methanoculleus_thermophilus,0,0,0,0,0,0,0,0,0,0.865671642,0,0,0,0,0,0,0,0,0,0
Methylobacterium,Methylobacterium_extorquens,0,0,0,0.056074766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacterium,Methylobacterium_hispanicum,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacterium,Methylobacterium_radiotolerans,1,1,1,0.943925234,1,1,0.947368421,1,1,1,1,1,0.9875,0.995535714,1,1,0.977272727,1,1,1
Methyloversatilis,Methyloversatilis_universalis,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Microbacterium,Microbacterium_ginsengisoli,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbacterium,Microbacterium_oxydans,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbacterium,Microbacterium_paraoxydans,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micrococcus,Micrococcus_luteus,0,1,0,1,0.347826087,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Micrococcus,Micrococcus_lylae,0,0,0,0,0.652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsuokella,Mitsuokella_jalaludinii,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moraxella,Moraxella_catarrhalis,0,0,0,0,0,0,0,0.104166667,0,0,0,0,0,0,0,0,0,0,0,0
Moraxella,Moraxella_nonliquefaciens,0,0,0,0,0,0,0,0.895833333,0,0,0,0,1,0,1,0,0,0,0,0
Mycoplasma,Mycoplasma_arginini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0
Mycoplasma,Mycoplasma_caviae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008849558,0,0,0,0,0
Mycoplasma,Mycoplasma_faucium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026548673,0,0,0,0,0
Mycoplasma,Mycoplasma_hyorhinis,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0.961651917,0,0,1,0,0
Neisseria,Neisseria_bacilliformis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Neisseria,Neisseria_cinerea,0,0,0.101265823,0,0,0.107142857,0.025974026,0,0.166666667,0,0,0,0.22,0.071428571,0.217391304,0,0.111111111,0,0,0
Neisseria,Neisseria_elongata,0,0,0,0,0,0,0,1,0,0,0.441860465,0,0,0,0,1,0,0,0,0
Neisseria,Neisseria_flavescens,0,0,0.050632911,0,0,0.053571429,0.220779221,0,0.75,0,0,0,0.3,0.857142857,0.217391304,0,0.111111111,0,0,0
Neisseria,Neisseria_meningitidis,0.214285714,0,0.088607595,0,0,0.178571429,0.155844156,0,0,0,0.151162791,0.090909091,0,0.071428571,0,0,0.333333333,0,0,0
Neisseria,Neisseria_mucosa,0.357142857,0,0.455696203,0,0,0.25,0.350649351,0,0,0,0.104651163,0.272727273,0.2,0,0.217391304,0,0.037037037,0,0.5,0
Neisseria,Neisseria_sicca,0.428571429,0,0.113924051,0,0,0.375,0.246753247,0,0,0,0.302325581,0.636363636,0.14,0,0,0,0.333333333,0,0,0
Neisseria,Neisseria_subflava,0,0,0.088607595,0,0,0.035714286,0,0,0.083333333,0,0,0,0.14,0,0.347826087,0,0.074074074,0,0.25,0
Neorhizobium,Agrobacterium_tumefaciens,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
Nevskia,Nevskia_ramosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Niabella,Terrimonas_lutea,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrosopumilus,Nitrosopumilus_maritimus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081633,0,0,0,0,0
Nitrospira,Nitrospira_moscoviensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nocardioides,Nocardioides_fulvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807692308,0,0,0
Nocardioides,Nocardioides_furvisabuli,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0,0,0,0,0,0
Nocardioides,Nocardioides_ganghwensis,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0
Nocardioides,Nocardioides_oleivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692,0,1,0
Novosphingobium,Agrobacterium_rhizogenes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Novosphingobium,Novosphingobium_pentaromativorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
Novosphingobium,Novosphingobium_yangbajingensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0
Oceanisphaera,Oceanimonas_doudoroffii,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0
Oceanisphaera,Oceanisphaera_koreensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0
Oceanisphaera,Oceanisphaera_laurenciae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0
Odoribacter,Odoribacter_splanchnicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olsenella,Olsenella_profusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903846154
Opitutus,Opitutus_terrae,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0.136363636,0,0,0,0,0,0
Ornithinibacillus,Bacillus_pumilus,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
Ornithinimicrobium,Kazacoccus_imtecheus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Parabacteroides,Parabacteroides_distasonis,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Parabacteroides,Parabacteroides_merdae,0,0.642857143,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Paracoccus,Paracoccus_aminovorans,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.973684211,0,0,0,0,0,1
Paracoccus,Paracoccus_denitrificans,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.026315789,0,0,0,0,0,0
Paracoccus,Paracoccus_marcusii,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
Paracoccus,Paracoccus_yeei,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
Paraprevotella,Paraprevotella_clara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,0,0,0,0
Parasutterella,Parasutterella_excrementihominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Parvimonas,Peptostreptococcus_micros,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.996453901,0,0,0
Pasteurella,Pasteurella_aerogenes,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Pelomonas,Pelomonas_puraquae,0,0,0.2,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0
Pelomonas,Pelomonas_saccharophila,0,0,0.8,0,0.913043478,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0
Peptoniphilus,Peptoniphilus_harei,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Phenylobacterium,Phenylobacterium_immobile,0,0,0,0.793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenylobacterium,Phenylobacterium_koreense,0,0,0,0.172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phreatobacter,Rasbo_AF007948.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pleomorphomonas,Pleomorphomonas_oryzae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Porphyromonas,Porphyromonas_catoniae,0,0,0,0,0,0,0.130434783,0,0,0.25,0,0,0.145454545,0,0,0,0,0,0,0
Porphyromonas,Porphyromonas_endodontalis,0,0,0,0,0,0,0.47826087,0,0,0,0,1,0.709090909,1,0,0,1,0,0,0
Porphyromonas,Porphyromonas_gulae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prevotella,mpn-isolate_group,0.073578595,0,0.024539877,0.032786885,0,0,0.023148148,0,0.041176471,0.017191977,0,0,0.054347826,0.073684211,0.082901554,0.25,0.002583979,0,0.057142857,0.049450549
Prevotella,Prevotella_copri,0.387959866,0,0.085889571,0.540983607,0,0,0.282407407,0.060483871,0.691176471,0.083094556,0,0.467836257,0.510869565,0.136842105,0.29015544,0.453125,0.01464255,0,0.457142857,0.285714286
Prevotella,Prevotella_denticola,0,0,0,0,0,0,0,0,0,0.077363897,0,0,0,0,0,0,0,0,0,0.208791209
Prevotella,Prevotella_genomosp.,0.043478261,0,0.153374233,0,0.057581574,0,0,0.318548387,0.185294118,0.088825215,0,0.140350877,0,0,0.041450777,0.171875,0.007751938,0,0,0
Prevotella,Prevotella_histicola,0.013377926,0,0.09202454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
